origin,destination,airlines,distance_miles
ATH,YUL,AC,4742
ATH,YYZ,AC,5051
ATH,ZAG,A3,674
ATH,ZRH,A3,1019
ATL,ABE,DL,692
ATL,ABQ,DL,1267
ATL,ACC,DL,5675
ATL,ADD,ET,7694
ATL,AGS,DL,143
ATL,ALB,DL,853
ATL,AMS,DL,4391
ATL,AMS,KL,4391
ATL,ANC,DL,3410
ATL,ANU,DL,1808
ATL,ASE,DL,1302
ATL,ATH,DL,5688
ATL,ATW,DL,766
ATL,AUA,DL,1719
ATL,AUA,F9,1719
ATL,AUH,EY,7607
ATL,AUS,DL,812
ATL,AUS,F9,812
ATL,AVL,DL,164
ATL,BCN,DL,4573
ATL,BDA,DL,1146
ATL,BDL,DL,859
ATL,BDL,F9,859
ATL,BGI,DL,2115
ATL,BGR,DL,1133
ATL,BHM,DL,134
ATL,BJX,AM,1360
ATL,BNA,DL,214
ATL,BOG,DL,2106
ATL,BOI,DL,1835
ATL,BON,DL,1802
ATL,BOS,B6,945
ATL,BOS,DL,945
ATL,BOS,F9,945
ATL,BOS,NK,945
ATL,BRU,DL,4416
ATL,BTR,DL,448
ATL,BTV,DL,961
ATL,BUF,DL,713
ATL,BUF,F9,713
ATL,BUR,DL,1937
ATL,BWI,DL,576
ATL,BWI,F9,576
ATL,BWI,NK,576
ATL,BZE,DL,1138
ATL,BZN,DL,1638
ATL,CAE,DL,191
ATL,CDG,AF,4385
ATL,CDG,DL,4385
ATL,CHA,DL,106
ATL,CHO,DL,457
ATL,CHS,DL,259
ATL,CID,DL,694
ATL,CLE,DL,555
ATL,CLE,F9,555
ATL,CLT,AA,227
ATL,CLT,DL,227
ATL,CMH,DL,448
ATL,CMH,F9,448
ATL,CMH,NK,448
ATL,COS,DL,1182
ATL,CPH,SK,4593
ATL,CPT,DL,8134
ATL,CRW,DL,363
ATL,CSG,DL,83
ATL,CUN,DL,883
ATL,CUN,F9,883
ATL,CUR,DL,1774
ATL,CVG,DL,374
ATL,CVG,F9,374
ATL,CZM,DL,919
ATL,DAL,DL,720
ATL,DAY,DL,433
ATL,DCA,AA,547
ATL,DCA,DL,547
ATL,DEN,DL,1197
ATL,DEN,F9,1197
ATL,DEN,UA,1197
ATL,DFW,AA,730
ATL,DFW,DL,730
ATL,DFW,F9,730
ATL,DFW,NK,730
ATL,DOH,QR,7447
ATL,DSM,DL,743
ATL,DTW,DL,595
ATL,DTW,F9,595
ATL,DTW,NK,595
ATL,DUB,DL,3929
ATL,ECP,DL,241
ATL,EDI,DL,4000
ATL,EGE,DL,1310
ATL,ELP,DL,1281
ATL,EWR,DL,745
ATL,EWR,F9,745
ATL,EWR,NK,745
ATL,EWR,UA,745
ATL,EYW,DL,648
ATL,EZE,DL,5018
ATL,FAR,DL,1123
ATL,FAT,DL,1993
ATL,FCO,DL,5024
ATL,FLL,DL,582
ATL,FLL,F9,582
ATL,FLL,NK,582
ATL,FRA,DL,4603
ATL,FRA,LH,4603
ATL,FSD,DL,954
ATL,FWA,DL,509
ATL,GCM,DL,1009
ATL,GDL,DL,1469
ATL,GEG,DL,1966
ATL,GGT,DL,867
ATL,GIG,DL,4748
ATL,GNV,DL,301
ATL,GPT,DL,352
ATL,GRB,DL,775
ATL,GRR,DL,641
ATL,GRR,F9,641
ATL,GRU,DL,4667
ATL,GSO,DL,306
ATL,GSP,DL,153
ATL,GUA,DL,1371
ATL,GUA,F9,1371
ATL,HDN,DL,1338
ATL,HHH,DL,237
ATL,HND,DL,6869
ATL,HNL,DL,4495
ATL,HOU,DL,695
ATL,HPN,DL,780
ATL,HSV,DL,151
ATL,IAD,DL,534
ATL,IAD,F9,534
ATL,IAD,UA,534
ATL,IAH,DL,688
ATL,IAH,F9,688
ATL,IAH,NK,688
ATL,IAH,UA,688
ATL,ICN,DL,7138
ATL,ICN,KE,7138
ATL,ICT,DL,780
ATL,ILM,DL,376
ATL,IND,DL,433
ATL,IND,F9,433
ATL,IND,NK,433
ATL,IST,TK,5745
ATL,JAC,DL,1569
ATL,JAN,DL,340
ATL,JAX,DL,270
ATL,JAX,F9,270
ATL,JFK,B6,759
ATL,JFK,DL,759
ATL,JFK,F9,759
ATL,JNB,DL,8440
ATL,KIN,DL,1183
ATL,LAS,DL,1743
ATL,LAS,F9,1743
ATL,LAS,NK,1743
ATL,LAX,AA,1942
ATL,LAX,DL,1942
ATL,LAX,F9,1942
ATL,LAX,NK,1942
ATL,LEX,DL,304
ATL,LFT,DL,503
ATL,LGA,DL,761
ATL,LGA,F9,761
ATL,LGA,NK,761
ATL,LHR,BA,4201
ATL,LHR,DL,4201
ATL,LHR,VS,4201
ATL,LIM,DL,3191
ATL,LIM,LA,3191
ATL,LIR,DL,1594
ATL,LIT,DL,452
ATL,LOS,DL,5838
ATL,MAD,DL,4325
ATL,MAN,VS,4089
ATL,MBJ,DL,1120
ATL,MBJ,F9,1120
ATL,MCI,DL,692
ATL,MCI,F9,692
ATL,MCO,DL,404
ATL,MCO,F9,404
ATL,MCO,NK,404
ATL,MDT,DL,620
ATL,MDW,DL,592
ATL,MDW,F9,592
ATL,MEM,DL,331
ATL,MEX,DL,1332
ATL,MIA,AA,596
ATL,MIA,DL,596
ATL,MIA,F9,596
ATL,MIA,NK,596
ATL,MKE,DL,670
ATL,MLB,DL,443
ATL,MLI,DL,634
ATL,MOB,DL,302
ATL,MSN,DL,708
ATL,MSP,DL,907
ATL,MSP,F9,907
ATL,MSP,NK,907
ATL,MSY,DL,425
ATL,MSY,F9,425
ATL,MSY,NK,425
ATL,MTJ,DL,1349
ATL,MTY,AM,1084
ATL,MTY,DL,1084
ATL,MUC,DL,4786
ATL,MXP,DL,4744
ATL,MYR,DL,316
ATL,NAP,DL,5148
ATL,NAS,DL,727
ATL,NCE,DL,4739
ATL,OAK,DL,2125
ATL,OGG,DL,4424
ATL,OKC,DL,759
ATL,OKC,F9,759
ATL,OMA,DL,821
ATL,ONT,DL,1895
ATL,ORD,AA,607
ATL,ORD,DL,607
ATL,ORD,F9,607
ATL,ORD,NK,607
ATL,ORD,UA,607
ATL,ORF,DL,516
ATL,ORF,F9,516
ATL,PBI,DL,546
ATL,PBI,F9,546
ATL,PDX,AS,2168
ATL,PDX,DL,2168
ATL,PHL,AA,666
ATL,PHL,DL,666
ATL,PHL,F9,666
ATL,PHL,NK,666
ATL,PHX,AA,1584
ATL,PHX,DL,1584
ATL,PHX,F9,1584
ATL,PIT,DL,527
ATL,PLS,DL,1105
ATL,PNS,DL,272
ATL,POP,DL,1282
ATL,PSP,DL,1836
ATL,PTY,CM,1727
ATL,PTY,DL,1727
ATL,PUJ,DL,1438
ATL,PUJ,F9,1438
ATL,PVD,DL,903
ATL,PVR,DL,1557
ATL,PWM,DL,1026
ATL,QRO,AM,1319
ATL,RAK,DL,4339
ATL,RAP,DL,1229
ATL,RDU,DL,356
ATL,RDU,F9,356
ATL,RIC,DL,481
ATL,RNO,DL,1989
ATL,ROA,DL,357
ATL,ROC,DL,750
ATL,RSW,DL,516
ATL,RSW,F9,516
ATL,RTB,DL,1204
ATL,SAL,DL,1425
ATL,SAL,F9,1425
ATL,SAN,AS,1887
ATL,SAN,DL,1887
ATL,SAP,DL,1275
ATL,SAP,F9,1275
ATL,SAT,DL,873
ATL,SAT,F9,873
ATL,SAT,NK,873
ATL,SAV,DL,214
ATL,SBA,DL,2018
ATL,SBN,DL,567
ATL,SCL,DL,4715
ATL,SDF,DL,322
ATL,SDF,NK,322
ATL,SDQ,DL,1391
ATL,SEA,AS,2178
ATL,SEA,DL,2178
ATL,SFO,DL,2134
ATL,SFO,F9,2134
ATL,SFO,UA,2134
ATL,SGF,DL,562
ATL,SHV,DL,550
ATL,SJC,DL,2111
ATL,SJD,DL,1693
ATL,SJO,DL,1634
ATL,SJO,F9,1634
ATL,SJU,DL,1548
ATL,SJU,F9,1548
ATL,SJU,NK,1548
ATL,SKB,DL,1755
ATL,SLC,DL,1587
ATL,SLP,AM,1275
ATL,SMF,DL,2088
ATL,SNA,DL,1915
ATL,SRQ,DL,445
ATL,STL,DL,484
ATL,STL,F9,484
ATL,STT,DL,1600
ATL,SXM,DL,1702
ATL,SYR,DL,794
ATL,SYR,F9,794
ATL,TPA,DL,407
ATL,TPA,F9,407
ATL,TPA,NK,407
ATL,TQO,DL,951
ATL,TTN,F9,701
ATL,TUL,DL,672
ATL,TUS,DL,1538
ATL,TVC,DL,770
ATL,TYS,DL,152
ATL,UIO,DL,2365
ATL,UVF,DL,2014
ATL,VCE,DL,4903
ATL,XNA,DL,588
ATL,YUL,AC,994
ATL,YUL,DL,994
ATL,YYZ,AC,740
ATL,YYZ,DL,740
ATL,ZLO,AM,1593
ATL,ZRH,DL,4680
ATQ,BHX,AI,3973
ATQ,BOM,AI,880
ATQ,DEL,AI,257
ATQ,DOH,QR,1473
ATQ,KUL,MH,2658
ATQ,LGW,AI,3925
ATW,ATL,DL,766
ATW,AZA,G4,1450
ATW,BNA,G4,570
ATW,CLT,AA,743
ATW,DEN,G4,881
ATW,DEN,UA,881
ATW,DFW,AA,909
ATW,DTW,DL,296
ATW,EWR,G4,770
ATW,FLL,G4,1341
ATW,IAH,UA,1054
ATW,LAS,G4,1507
ATW,MSP,DL,235
ATW,ORD,AA,161
ATW,ORD,UA,161
ATW,PDX,G4,1657
ATW,PHX,AA,1461
ATW,PIE,G4,1175
ATW,SAV,G4,927
ATW,SFB,G4,1142
ATW,SRQ,G4,1211
AUA,ANU,BA,636
AUA,ATL,DL,1719
AUA,ATL,F9,1719
AUA,BOG,AV,608
AUA,BON,KL,121
AUA,BOS,B6,2064
AUA,BOS,DL,2064
AUA,CLT,AA,1712
AUA,DFW,AA,2213
AUA,EWR,B6,1964
AUA,EWR,UA,1964
AUA,FLL,NK,1146
AUA,IAD,UA,1883
AUA,IAH,UA,2021
AUA,JFK,B6,1958
AUA,JFK,DL,1958
AUA,LGA,AA,1968
AUA,LIM,LA,1763
AUA,MDE,AV,572
AUA,MIA,AA,1136
AUA,MSP,DL,2622
AUA,ORD,AA,2303
AUA,ORD,UA,2303
AUA,PHL,AA,1918
AUA,PTY,CM,678
AUA,YYZ,AC,2229
AUH,ADD,ET,1494
AUH,ADD,EY,1494
AUH,AGP,EY,3563
AUH,ALG,EY,3136
AUH,AMD,EY,1140
AUH,AMM,EY,1241
AUH,AMM,RJ,1241
AUH,AMS,EY,3225
AUH,ATH,A3,2027
AUH,ATH,EY,2027
AUH,ATL,EY,7607
AUH,BAH,EY,281
AUH,BCN,EY,3211
AUH,BER,EW,2883
AUH,BEY,EY,1322
AUH,BEY,ME,1322
AUH,BKK,EY,3086
AUH,BLR,EY,1692
AUH,BOM,AI,1225
AUH,BOM,EY,1225
AUH,BOS,EY,6668
AUH,BRU,EY,3210
AUH,CAI,EY,1477
AUH,CAI,MS,1477
AUH,CCJ,EY,1672
AUH,CCU,EY,2139
AUH,CDG,EY,3263
AUH,CGK,EY,4086
AUH,CMB,EY,2051
AUH,CMB,UL,2051
AUH,CMN,EY,3761
AUH,CNX,EY,2862
AUH,COK,EY,1737
AUH,CPH,EY,3016
AUH,DEL,EY,1415
AUH,DMM,EY,334
AUH,DOH,EY,199
AUH,DOH,QR,199
AUH,DPS,EY,4676
AUH,DUB,EY,3691
AUH,DUS,EY,3123
AUH,ELQ,EY,691
AUH,FCO,EY,2696
AUH,FRA,EY,3021
AUH,GVA,EY,3061
AUH,HAN,EY,3247
AUH,HKG,EY,3732
AUH,HKT,EY,3091
AUH,HYD,EY,1612
AUH,IAD,EY,7075
AUH,ICN,EY,4248
AUH,ISB,EY,1263
AUH,IST,EY,1889
AUH,IST,TK,1889
AUH,JAI,EY,1327
AUH,JED,EY,1003
AUH,JED,SV,1003
AUH,JFK,EY,6854
AUH,JMK,EY,1943
AUH,JNB,EY,3914
AUH,JTR,EY,1914
AUH,KBV,EY,3133
AUH,KHI,EY,786
AUH,KIX,EY,4775
AUH,KNO,EY,3272
AUH,KUL,EY,3473
AUH,KWI,EY,528
AUH,LHE,EY,1298
AUH,LHR,BA,3428
AUH,LHR,EY,3428
AUH,LIS,EY,3805
AUH,MAA,EY,1844
AUH,MAD,EY,3503
AUH,MAN,EY,3528
AUH,MCT,EY,237
AUH,MEL,EY,7240
AUH,MLE,EY,1880
AUH,MNL,EY,4340
AUH,MUC,EY,2845
AUH,MXP,EY,2929
AUH,NBO,EY,2140
AUH,NCE,EY,2972
AUH,NRT,EY,5026
AUH,ORD,EY,7262
AUH,PKX,EY,3693
AUH,PNH,EY,3397
AUH,PRG,EY,2787
AUH,PVG,EY,4070
AUH,PVG,MU,4070
AUH,RUH,EY,500
AUH,RUH,SV,500
AUH,SIN,EY,3657
AUH,SVO,EY,2346
AUH,SYD,EY,7495
AUH,TPE,EY,4131
AUH,TRV,EY,1837
AUH,TUN,EY,2749
AUH,VIE,EY,2635
AUH,WAW,EY,2603
AUH,YYZ,EY,6910
AUH,ZRH,EY,2969
AUS,AGS,DL,947
AUS,AMS,KL,5078
AUS,ASE,AA,813
AUS,ATL,DL,812
AUS,ATL,F9,812
AUS,AVL,G4,949
AUS,BNA,DL,756
AUS,BOS,B6,1696
AUS,BOS,DL,1696
AUS,CLE,F9,1174
AUS,CLT,AA,1031
AUS,CMH,DL,1073
AUS,CUN,AA,922
AUS,CUN,DL,922
AUS,CVG,DL,958
AUS,CVG,F9,958
AUS,CVG,G4,958
AUS,DEN,F9,776
AUS,DEN,UA,776
AUS,DFW,AA,190
AUS,DSM,G4,815
AUS,DTW,DL,1149
AUS,DTW,NK,1149
AUS,ECP,DL,709
AUS,EWR,NK,1502
AUS,EWR,UA,1502
AUS,FLL,NK,1103
AUS,FRA,LH,5298
AUS,GRR,G4,1103
AUS,HRL,DL,274
AUS,IAD,G4,1295
AUS,IAD,UA,1295
AUS,IAH,UA,140
AUS,IND,DL,919
AUS,IND,G4,919
AUS,JAX,DL,952
AUS,JFK,AA,1520
AUS,JFK,DL,1520
AUS,LAS,DL,1088
AUS,LAS,F9,1088
AUS,LAS,G4,1088
AUS,LAS,NK,1088
AUS,LAX,AA,1239
AUS,LAX,DL,1239
AUS,LAX,NK,1239
AUS,LAX,UA,1239
AUS,LHR,BA,4904
AUS,MAF,DL,294
AUS,MCO,DL,992
AUS,MCO,F9,992
AUS,MCO,NK,992
AUS,MEM,DL,559
AUS,MEX,AM,748
AUS,MFE,DL,280
AUS,MIA,AA,1102
AUS,MIA,F9,1102
AUS,MSP,DL,1043
AUS,MSY,DL,443
AUS,ORD,AA,978
AUS,ORD,F9,978
AUS,ORD,UA,978
AUS,PDX,AS,1714
AUS,PHL,AA,1429
AUS,PHL,F9,1429
AUS,PHX,AA,870
AUS,PHX,F9,870
AUS,PIT,G4,1210
AUS,PTY,CM,1877
AUS,RDU,DL,1160
AUS,SAN,AS,1162
AUS,SAN,F9,1162
AUS,SDF,AA,876
AUS,SEA,AS,1769
AUS,SEA,DL,1769
AUS,SFB,G4,992
AUS,SFO,AS,1501
AUS,SFO,DL,1501
AUS,SFO,UA,1501
AUS,SJD,AA,888
AUS,SLC,DL,1085
AUS,SRQ,G4,935
AUS,TPA,DL,926
AUS,TYS,G4,881
AUS,YUL,AC,1668
AUS,YVR,AC,1870
AUS,YYZ,AC,1359
AVL,ATL,DL,164
AVL,AUS,G4,949
AVL,BOS,B6,782
AVL,BOS,DL,782
AVL,BOS,G4,782
AVL,CLT,AA,91
AVL,DCA,AA,384
AVL,DEN,G4,1245
AVL,DEN,UA,1245
AVL,DFW,AA,846
AVL,EWR,G4,582
AVL,EWR,UA,582
AVL,EYW,G4,753
AVL,FLL,G4,662
AVL,HOU,G4,842
AVL,IAD,G4,370
AVL,LAS,G4,1820
AVL,LGA,AA,598
AVL,LGA,DL,598
AVL,MCO,G4,489
AVL,MDW,G4,521
AVL,MIA,AA,680
AVL,MSP,DL,861
AVL,MSP,G4,861
AVL,ORD,AA,536
AVL,ORD,UA,536
AVL,PBI,G4,622
AVL,PHL,AA,503
AVL,PHX,G4,1679
AVL,PIE,G4,520
AVL,SFB,G4,466
AVL,SRQ,G4,556
AVP,CLT,AA,509
AVP,IAD,UA,189
AVP,MCO,MX,946
AVP,MYR,MX,557
AVP,ORD,AA,630
AVP,ORD,UA,630
AVP,RSW,MX,1079
AVP,TPA,MX,1000
AXD,ATH,A3,229
AXD,HER,A3,383
AXJ,FUK,NH,78
AXJ,KMJ,NH,47
AXT,CTS,NH,231
AXT,HND,JL,282
AXT,HND,NH,282
AXT,ITM,JL,425
AXT,ITM,NH,425
AXT,NGO,NH,378
AZA,ATW,G4,1450
AZA,BIL,G4,880
AZA,BIS,G4,1092
AZA,BOI,G4,751
AZA,BZN,G4,863
AZA,CID,G4,1238
AZA,COS,G4,543
AZA,CVG,G4,1550
AZA,DSM,G4,1136
AZA,EUG,G4,972
AZA,FAR,G4,1221
AZA,FCA,G4,1046
AZA,FNT,G4,1647
AZA,FSD,G4,1072
AZA,FWA,G4,1543
AZA,GEG,G4,1036
AZA,GRR,G4,1559
AZA,GTF,G4,980
AZA,ICT,G4,853
AZA,IDA,G4,706
AZA,LAS,G4,277
AZA,MLI,G4,1286
AZA,MOT,G4,1165
AZA,MSO,G4,949
AZA,MSP,G4,1266
AZA,OMA,G4,1025
AZA,PDX,G4,1028
AZA,PIA,G4,1310
AZA,PSC,G4,979
AZA,RAP,G4,874
AZA,RFD,G4,1371
AZA,SBN,G4,1498
AZA,SGF,G4,1064
AZA,TVC,G4,1597
AZA,XNA,G4,1004
AZS,YUL,AC,1825
AZS,YYZ,AC,1781
BAH,ADD,ET,1424
BAH,AMM,RJ,960
BAH,AUH,EY,281
BAH,CAI,MS,1199
BAH,DOH,QR,92
BAH,DXB,EK,303
BAH,IST,TK,1621
BAH,JED,SV,791
BAH,LHR,BA,3165
BAH,RUH,SV,261
BBI,DEL,AI,794
BCN,AMM,RJ,1981
BCN,AMS,KL,771
BCN,ARN,SK,1439
BCN,ATH,A3,1183
BCN,ATL,DL,4573
BCN,AUH,EY,3211
BCN,BEY,ME,1889
BCN,BOG,AV,5290
BCN,BOS,DL,3640
BCN,BOS,IB,3640
BCN,BRU,SN,673
BCN,CAI,MS,1806
BCN,CDG,AF,534
BCN,CGN,EW,704
BCN,CMN,AT,762
BCN,CPH,SK,1099
BCN,DFW,AA,5183
BCN,DOH,QR,3021
BCN,DUS,EW,725
BCN,DXB,EK,3216
BCN,EWR,UA,3838
BCN,EZE,IB,6513
BCN,FCO,AZ,527
BCN,FRA,DE,679
BCN,FRA,LH,679
BCN,FUE,IB,1263
BCN,GRU,LA,5446
BCN,HAM,EW,927
BCN,HEL,AY,1634
BCN,HKG,CX,6250
BCN,IAD,UA,4049
BCN,ICN,OZ,5962
BCN,IST,TK,1378
BCN,JED,SV,2542
BCN,JFK,AA,3822
BCN,JFK,DL,3822
BCN,JFK,IB,3822
BCN,KEF,FI,1852
BCN,LAX,IB,6011
BCN,LCY,BA,712
BCN,LHR,BA,713
BCN,LIS,TP,618
BCN,LXR,MS,2053
BCN,MAD,IB,300
BCN,MAD,RJ,300
BCN,MEX,EK,5891
BCN,MIA,AA,4688
BCN,MIA,IB,4688
BCN,MUC,LH,680
BCN,MXP,SQ,448
BCN,ORD,AA,4408
BCN,ORD,UA,4408
BCN,OSL,SK,1361
BCN,PEK,CA,5476
BCN,PHL,AA,3915
BCN,PMI,IB,125
BCN,PRG,EW,844
BCN,PVG,CA,6130
BCN,RDO,LO,1143
BCN,RUH,SV,2781
BCN,SCL,IB,6929
BCN,SFO,IB,5956
BCN,SFO,UA,5956
BCN,SIN,SQ,6773
BCN,SKG,A3,1090
BCN,STR,EW,618
BCN,SZG,EW,699
BCN,SZX,ZH,6229
BCN,VIE,OS,851
BCN,VLC,IB,184
BCN,WAW,LO,1162
BCN,YUL,AC,3673
BCN,YYZ,AC,3988
BCN,ZAG,OU,764
BDA,ATL,DL,1146
BDA,BOS,B6,773
BDA,CLT,AA,953
BDA,DCA,AA,825
BDA,EWR,UA,779
BDA,JFK,AA,762
BDA,JFK,B6,762
BDA,JFK,DL,762
BDA,LHR,BA,3429
BDA,MIA,AA,1045
BDA,PHL,AA,784
BDA,YUL,AC,1027
BDA,YYZ,AC,1125
BDL,ATL,DL,859
BDL,ATL,F9,859
BDL,BNA,NK,850
BDL,CHS,MX,743
BDL,CLT,AA,643
BDL,CMH,MX,549
BDL,CVG,MX,660
BDL,DCA,AA,313
BDL,DEN,UA,1667
BDL,DFW,AA,1468
BDL,DTW,DL,547
BDL,DTW,NK,547
BDL,FLL,B6,1175
BDL,FLL,NK,1175
BDL,GSO,MX,560
BDL,GSP,MX,708
BDL,IAD,UA,325
BDL,ILM,MX,601
BDL,JAX,MX,935
BDL,JFK,B6,106
BDL,LAS,MX,2292
BDL,MCO,B6,1051
BDL,MCO,F9,1051
BDL,MCO,MX,1051
BDL,MCO,NK,1051
BDL,MIA,AA,1197
BDL,MIA,F9,1197
BDL,MSP,DL,1048
BDL,MYR,MX,664
BDL,MYR,NK,664
BDL,ORD,AA,781
BDL,ORD,UA,781
BDL,ORF,MX,396
BDL,PBI,B6,1135
BDL,PHL,AA,195
BDL,PHX,MX,2208
BDL,PIT,MX,405
BDL,RDU,MX,532
BDL,RIC,MX,393
BDL,RSW,B6,1182
BDL,RSW,MX,1182
BDL,SAV,MX,824
BDL,SJU,B6,1671
BDL,SJU,F9,1671
BDL,SRQ,MX,1149
BDL,TPA,B6,1112
BDL,TPA,MX,1112
BDL,VRB,MX,1079
BDQ,BOM,AI,226
BDQ,DEL,AI,494
BDS,CGN,EW,875
BDS,DUS,EW,908
BDS,FCO,AZ,306
BDS,LHR,BA,1151
BDS,LIN,AZ,548
BDS,MUC,EN,612
BDS,STR,EW,700
BEG,AMS,KL,876
BEG,ATH,A3,511
BEG,CAN,CZ,5235
BEG,DOH,QR,2204
BEG,DUS,EW,767
BEG,FRA,LH,656
BEG,IST,TK,491
BEG,MUC,LH,472
BEG,OTP,RO,285
BEG,VIE,OS,289
BEG,WAW,LO,509
BEL,BSB,LA,1002
BEL,FOR,LA,706
BEL,GRU,LA,1530
BEL,LIS,TP,3732
BEL,MAO,LA,807
BEL,MAO,TP,807
BEN,AMM,RJ,922
BEN,CAI,MS,672
BEN,IST,TK,787
BER,ACE,EW,2128
BER,AGP,EW,1392
BER,AMM,RJ,1819
BER,AMS,KL,369
BER,ARN,EW,532
BER,ARN,SK,532
BER,ATH,A3,1116
BER,AUH,EW,2883
BER,BEY,EW,1681
BER,BIO,EW,982
BER,BRU,SN,399
BER,CAI,MS,1785
BER,CDG,AF,531
BER,CGN,EW,292
BER,CPH,SK,228
BER,DBV,EW,712
BER,DOH,QR,2723
BER,DUS,EW,297
BER,DWC,EW,2879
BER,DXB,DE,2866
BER,DXB,EW,2866
BER,EBL,EW,1850
BER,EVN,EW,1682
BER,EWR,UA,3983
BER,FAO,EW,1485
BER,FRA,DE,268
BER,FRA,LH,268
BER,FUE,EW,2165
BER,GOT,EW,370
BER,GRZ,EW,381
BER,HEL,AY,702
BER,HEL,EW,702
BER,HER,DE,1308
BER,HER,EW,1308
BER,HRG,DE,2031
BER,HRG,EW,2031
BER,IST,TK,1048
BER,JED,EW,2521
BER,JFK,DL,3971
BER,KEF,FI,1511
BER,KGS,DE,1262
BER,KGS,EW,1262
BER,LCA,EW,1562
BER,LCY,BA,575
BER,LHR,BA,598
BER,LIS,TP,1431
BER,LPA,DE,2246
BER,LPA,EW,2246
BER,MAD,IB,1150
BER,MUC,LH,287
BER,NCE,EW,667
BER,NCL,EW,647
BER,OPO,EW,1292
BER,OSL,SK,549
BER,PMI,EW,1023
BER,RHO,DE,1311
BER,RHO,EW,1311
BER,RVN,EW,1068
BER,SKG,A3,932
BER,STR,EW,316
BER,SZG,EW,316
BER,TFS,EW,2280
BER,TOS,EW,1209
BER,VIE,OS,323
BER,WAW,LO,316
BER,ZAG,OU,472
BER,ZRH,EW,404
BEY,ACC,ME,3001
BEY,ADD,ET,1729
BEY,AMM,ME,148
BEY,AMM,RJ,148
BEY,ARN,EW,1955
BEY,ARN,SK,1955
BEY,ATH,A3,705
BEY,ATH,ME,705
BEY,AUH,EY,1322
BEY,AUH,ME,1322
BEY,BCN,ME,1889
BEY,BER,EW,1681
BEY,BGW,ME,505
BEY,BRU,ME,1951
BEY,CAI,ME,350
BEY,CAI,MS,350
BEY,CDG,AF,1980
BEY,CDG,ME,1980
BEY,CPH,ME,1859
BEY,CPH,SK,1859
BEY,DMM,ME,993
BEY,DOH,ME,1133
BEY,DOH,QR,1133
BEY,DUS,DE,1875
BEY,DUS,EW,1875
BEY,DUS,ME,1875
BEY,DXB,EK,1330
BEY,DXB,ME,1330
BEY,EBL,ME,507
BEY,EVN,ME,657
BEY,FCO,ME,1378
BEY,FRA,LH,1764
BEY,FRA,ME,1764
BEY,GVA,ME,1761
BEY,HAJ,EW,1812
BEY,HAM,EW,1850
BEY,IST,ME,633
BEY,IST,TK,633
BEY,JED,ME,868
BEY,JMK,ME,621
BEY,KWI,ME,800
BEY,LCA,ME,129
BEY,LHR,ME,2164
BEY,LOS,ME,2786
BEY,MAD,ME,2181
BEY,MXP,ME,1628
BEY,NCE,ME,1658
BEY,NJF,ME,532
BEY,OTP,RO,896
BEY,RUH,ME,910
BEY,WAW,LO,1458
BFF,DEN,UA,150
BFL,DEN,UA,843
BFL,DFW,AA,1268
BFL,PHX,AA,425
BFL,SFO,UA,238
BGI,ANU,VS,320
BGI,ATL,DL,2115
BGI,BOS,B6,2138
BGI,CLT,AA,2032
BGI,DUS,DE,4495
BGI,EWR,UA,2105
BGI,FRA,DE,4558
BGI,GND,VS,171
BGI,IAD,UA,2098
BGI,JFK,AA,2092
BGI,JFK,B6,2092
BGI,JFK,DL,2092
BGI,LHR,BA,4195
BGI,LHR,VS,4195
BGI,MAN,VS,4163
BGI,MIA,AA,1611
BGI,PHL,AA,2085
BGI,PTY,CM,1376
BGI,SVD,VS,112
BGI,YUL,AC,2389
BGI,YYZ,AC,2429
BGO,AGP,SK,1687
BGO,ALC,SK,1542
BGO,AMS,KL,552
BGO,ARN,AY,441
BGO,ARN,SK,441
BGO,CDG,AF,787
BGO,CPH,SK,422
BGO,DUS,EW,625
BGO,FRA,LH,721
BGO,HEL,AY,673
BGO,KEF,FI,926
BGO,MUC,LH,865
BGO,MXP,SK,1023
BGO,OSL,SK,202
BGO,SVG,SK,99
BGO,ZRH,WK,896
BGR,ATL,DL,1133
BGR,CLT,AA,920
BGR,DCA,AA,589
BGR,DTW,DL,749
BGR,EWR,UA,393
BGR,FLL,G4,1440
BGR,JFK,DL,382
BGR,LGA,AA,378
BGR,LGA,DL,378
BGR,MCO,MX,1323
BGR,ORD,AA,975
BGR,ORD,UA,975
BGR,PHL,AA,473
BGR,PIE,G4,1395
BGR,SFB,G4,1300
BGR,TPA,MX,1386
BGW,AMM,RJ,492
BGW,BEY,ME,505
BGW,CAI,MS,784
BGW,DOH,QR,708
BGW,DXB,EK,869
BGW,IST,TK,1014
BHE,AKL,NZ,315
BHE,WLG,NZ,50
BHJ,BOM,AI,356
BHJ,DEL,AI,588
BHM,ATL,DL,134
BHM,CLT,AA,350
BHM,DCA,AA,653
BHM,DEN,UA,1081
BHM,DFW,AA,596
BHM,DTW,DL,626
BHM,DTW,NK,626
BHM,EWR,NK,849
BHM,FLL,NK,651
BHM,IAH,UA,561
BHM,LGA,DL,865
BHM,MIA,AA,662
BHM,MKE,DL,651
BHM,MSN,DL,676
BHM,ORD,AA,585
BHM,ORD,UA,585
BHM,PHL,AA,771
BHO,BOM,AI,409
BHO,DEL,AI,365
BHX,AMS,KL,275
BHX,ATQ,AI,3973
BHX,BRU,SN,288
BHX,CDG,AF,303
BHX,CPH,SK,622
